tconst	ordering	nconst	category	job	characters
tt21241572	1	nm5755334	director	\N	\N
tt2124580	1	nm0090292	director	\N	\N
tt21248474	1	nm1941828	director	\N	\N
tt21259044	5	nm5236446	director	\N	\N
tt21259228	5	nm5236446	director	\N	\N
tt2126843	3	nm1257132	director	\N	\N
tt2127032	2	nm1422025	director	\N	\N
tt21271362	3	nm0392496	director	\N	\N
tt2127256	11	nm4799356	director	\N	\N
tt21282496	3	nm1055137	director	\N	\N
tt21288342	12	nm12080797	director	\N	\N
tt21291032	6	nm2544856	director	\N	\N
tt21292668	11	nm1114689	director	\N	\N
tt21300684	3	nm5500597	director	\N	\N
tt21302228	11	nm13854572	director	\N	\N
tt21311428	10	nm1025280	director	\N	\N
tt2131615	9	nm4061538	director	\N	\N
tt21335030	7	nm0201611	director	\N	\N
tt21341222	3	nm0956691	director	\N	\N
tt2134632	2	nm1397919	director	\N	\N
tt21349486	2	nm6636440	director	\N	\N
tt21359988	11	nm3632558	director	\N	\N
tt21364460	13	nm9788789	director	\N	\N
tt21367226	5	nm8857108	director	\N	\N
tt21372490	4	nm1949289	director	\N	\N
tt21379862	3	nm2283682	director	\N	\N
tt21384162	3	nm11482182	director	\N	\N
tt21388486	11	nm2768638	director	\N	\N
tt21388580	7	nm15377238	director	\N	\N
tt2139026	11	nm1233991	director	\N	\N
tt21392370	1	nm11609183	director	director:	\N
tt21398102	3	nm2204853	director	\N	\N
tt21402032	6	nm10377741	director	\N	\N
tt21402298	7	nm14220607	director	director	\N
tt21415400	4	nm1949289	director	\N	\N
tt21415628	4	nm1949289	director	\N	\N
tt2141797	1	nm3730189	director	\N	\N
tt21422794	11	nm9368159	director	director	\N
tt21423006	11	nm2663031	director	\N	\N
tt21423270	3	nm6808837	director	\N	\N
tt21426618	3	nm12746840	director	\N	\N
tt21428304	2	nm13900863	director	\N	\N
tt21432688	1	nm13902499	director	\N	\N
tt21432982	3	nm1055137	director	\N	\N
tt21433260	3	nm1055137	director	\N	\N
tt2143751	14	nm2578150	director	director	\N
tt21449056	4	nm10501094	director	\N	\N
tt2145577	2	nm4821241	director	film segment director	\N
tt21480880	11	nm7337217	director	\N	\N
tt21483100	7	nm9494767	director	director	\N
tt21483766	5	nm13909931	director	\N	\N
tt2150736	1	nm3450090	director	\N	\N
tt2152359	4	nm0565214	director	\N	\N
tt2158113	8	nm0129828	director	segment director	\N
tt21599584	11	nm1697646	director	\N	\N
tt21603830	1	nm6009520	director	\N	\N
tt21604044	12	nm2508190	director	\N	\N
tt21605398	6	nm7009253	director	\N	\N
tt21620442	5	nm5236446	director	\N	\N
tt2163506	1	nm0470676	director	\N	\N
tt21636922	3	nm12828804	director	\N	\N
tt2164270	1	nm4533690	director	\N	\N
tt2164924	11	nm0075528	director	\N	\N
tt2169138	4	nm3988790	director	\N	\N
tt2170083	11	nm0862821	director	\N	\N
tt2170190	1	nm0157363	director	\N	\N
tt2170958	13	nm1435384	director	\N	\N
tt2171855	5	nm2541767	director	\N	\N
tt2172109	11	nm4843553	director	\N	\N
tt2172996	12	nm0065701	director	\N	\N
tt21744230	5	nm2550786	director	\N	\N
tt2174851	6	nm3508963	director	\N	\N
tt2175817	3	nm0187008	director	\N	\N
tt2175938	11	nm5077123	director	\N	\N
tt2176782	3	nm5538980	director	director	\N
tt2177376	2	nm2452683	director	\N	\N
tt2178765	1	nm2083822	director	\N	\N
tt21806146	11	nm8213447	director	\N	\N
tt21813548	2	nm3421864	director	director	\N
tt2181849	2	nm0446054	director	\N	\N
tt21825856	11	nm13276179	director	\N	\N
tt21833594	1	nm13957787	director	\N	\N
tt21838200	4	nm13956303	director	\N	\N
tt21838350	4	nm13956303	director	\N	\N
tt21843182	1	nm13359079	director	director	\N
tt21845338	4	nm6763086	director	\N	\N
tt21845716	4	nm1949289	director	\N	\N
tt21846704	9	nm2063560	director	\N	\N
tt21847004	8	nm12513718	director	\N	\N
tt21848840	8	nm11478779	director	\N	\N
tt21855708	11	nm2843398	director	director	\N
tt21857288	7	nm9215109	director	director	\N
tt21858520	5	nm8018752	director	\N	\N
tt21859144	5	nm10595247	director	\N	\N
tt21859510	7	nm0111340	director	\N	\N
tt21860966	2	nm5152835	director	\N	\N
tt21872788	1	nm8855476	director	\N	\N
tt2187297	9	nm0793840	director	director	\N
tt21878910	11	nm2692240	director	\N	\N
tt21904230	7	nm13979867	director	\N	\N
tt2190671	2	nm2440538	director	development director	\N
tt21916884	1	nm3918050	director	\N	\N
tt21918754	7	nm7623549	director	\N	\N
tt2192049	11	nm1301709	director	\N	\N
tt21925546	1	nm1869577	director	director	\N
tt21928564	14	nm10805597	director	\N	\N
tt21931576	6	nm3190347	director	\N	\N
tt21940278	2	nm5494408	director	\N	\N
tt21946690	3	nm13999074	director	\N	\N
tt21955838	7	nm11478779	director	\N	\N
tt2195724	9	nm0994299	director	\N	\N
tt21958638	4	nm1550118	director	\N	\N
tt21962194	11	nm12888408	director	\N	\N
tt21964562	7	nm0519983	director	\N	\N
tt21966510	11	nm3261333	director	\N	\N
tt2196809	11	nm0739168	director	\N	\N
tt2196840	1	nm3236527	director	\N	\N
tt21976846	5	nm13366207	director	\N	\N
tt21978578	1	nm2431707	director	series director	\N
tt21979660	1	nm11743323	director	\N	\N
tt21984718	3	nm13999654	director	\N	\N
tt21985742	11	nm3747227	director	\N	\N
tt21989716	7	nm4761949	director	\N	\N
tt21992360	4	nm0348485	director	\N	\N
tt21993576	12	nm9788853	director	\N	\N
tt2201589	12	nm0632788	director	\N	\N
tt22018034	4	nm5674678	director	\N	\N
tt22023714	10	nm2745732	director	\N	\N
tt22026846	11	nm0695532	director	supervising director	\N
tt22034284	2	nm13765844	director	\N	\N
tt2203471	8	nm4075514	director	\N	\N
tt22040918	5	nm2543593	director	director	\N
tt22045528	2	nm1645735	director	\N	\N
tt2204952	7	nm4088441	director	\N	\N
tt22051086	2	nm4626040	director	\N	\N
tt22052688	4	nm14607032	director	\N	\N
tt22056704	7	nm10812221	director	\N	\N
tt22061604	8	nm11128245	director	\N	\N
tt2206530	5	nm1834436	director	\N	\N
tt22073344	5	nm10675686	director	\N	\N
tt2207336	11	nm4653055	director	\N	\N
tt22080620	4	nm0536705	director	\N	\N
tt22082098	11	nm0704479	director	\N	\N
tt22082132	9	nm4028954	director	\N	\N
tt22082174	10	nm0190853	director	\N	\N
tt22088972	5	nm3813843	director	director	\N
tt2212631	11	nm1555912	director	\N	\N
tt2213324	8	nm4321607	director	\N	\N
tt2216392	1	nm1785626	director	\N	\N
tt2217203	11	nm2466513	director	\N	\N
tt22173570	2	nm2406271	director	director	\N
tt22174176	3	nm9543791	director	\N	\N
tt2218430	4	nm2105649	director	\N	\N
tt2218801	1	nm1951120	director	\N	\N
tt22188582	4	nm6515289	director	\N	\N
tt22189764	7	nm1135717	director	\N	\N
tt22189866	7	nm1135717	director	\N	\N
tt22191674	8	nm10509379	director	\N	\N
tt2219275	3	nm4518494	director	\N	\N
tt2220447	7	nm0360253	director	\N	\N
tt2221733	3	nm0847827	director	\N	\N
tt2221777	11	nm4884705	director	\N	\N
tt2222707	11	nm2120491	director	\N	\N
tt2223240	12	nm0422357	director	director	\N
tt22236418	4	nm12629160	director	\N	\N
tt22258340	9	nm10044285	director	\N	\N
tt22258630	2	nm1087808	director	\N	\N
tt22265990	7	nm3954295	director	\N	\N
tt2228221	10	nm5593797	director	\N	\N
tt2229871	11	nm0190421	director	\N	\N
tt22300646	11	nm2337207	director	\N	\N
tt2231091	12	nm0788940	director	\N	\N
tt2231245	4	nm4891531	director	\N	\N
tt2231331	5	nm4891941	director	\N	\N
tt22325678	6	nm3796926	director	\N	\N
tt22331146	6	nm11500625	director	\N	\N
tt2233237	11	nm1566468	director	\N	\N
tt2233243	4	nm4893138	director	director	\N
tt2233264	5	nm5125234	director	\N	\N
tt22336390	2	nm14087386	director	\N	\N
tt2234093	10	nm4820483	director	director	\N
tt2234405	11	nm1106415	director	\N	\N
tt2234578	7	nm5129491	director	\N	\N
tt2236711	2	nm4447605	director	\N	\N
tt2237274	1	nm3192398	director	\N	\N
tt2238156	11	nm2032168	director	\N	\N
tt2239149	1	nm4890336	director	house director	\N
tt2239237	5	nm0768947	director	\N	\N
tt22402218	12	nm0243626	director	supervising director	\N
tt2240351	1	nm0559673	director	director	\N
tt22404910	4	nm14091393	director	\N	\N
tt22405040	4	nm14091393	director	\N	\N
tt22437368	2	nm2406271	director	director	\N
tt22441396	11	nm13399206	director	\N	\N
tt22445614	2	nm5193373	director	\N	\N
tt22446198	3	nm2007558	director	\N	\N
tt22446884	7	nm9785742	director	\N	\N
tt2244855	1	nm4905041	director	\N	\N
tt2245629	11	nm1455023	director	\N	\N
tt22462966	8	nm7468786	director	\N	\N
tt22464138	11	nm13857155	director	\N	\N
tt22466026	3	nm12132628	director	\N	\N
tt2247371	1	nm1834562	director	\N	\N
tt22491148	7	nm3014652	director	\N	\N
tt22493940	4	nm0738557	director	\N	\N
tt22500600	4	nm0738557	director	\N	\N
tt22501426	4	nm0738557	director	\N	\N
tt22501612	11	nm1869577	director	director	\N
tt22501752	4	nm0738557	director	\N	\N
tt22504872	3	nm9770078	director	\N	\N
tt2251688	2	nm0930694	director	\N	\N
tt22523002	2	nm14112826	director	\N	\N
tt22530948	2	nm14112826	director	\N	\N
tt2253135	4	nm3079426	director	\N	\N
tt22531524	2	nm14112826	director	\N	\N
tt2253164	4	nm0141225	director	\N	\N
tt22534782	11	nm0579780	director	\N	\N
tt2255741	11	nm1709218	director	\N	\N
tt2259894	11	nm1041792	director	\N	\N
tt2260419	2	nm3297613	director	\N	\N
tt2261224	3	nm0565214	director	\N	\N
tt2261600	9	nm1965825	director	\N	\N
tt2262116	12	nm1760842	director	\N	\N
tt22640662	11	nm11506131	director	\N	\N
tt22648120	2	nm2406271	director	director	\N
tt2264978	10	nm2935048	director	\N	\N
tt22687208	9	nm14125915	director	\N	\N
tt22698218	3	nm2052913	director	director	\N
tt2273291	2	nm4683207	director	\N	\N
tt22746966	3	nm13999654	director	\N	\N
tt22747428	7	nm10727483	director	\N	\N
tt22748344	8	nm10727483	director	\N	\N
tt22748668	8	nm10727483	director	\N	\N
tt22755358	1	nm11142704	director	\N	\N
tt22758848	8	nm10727483	director	\N	\N
tt22759622	8	nm10727483	director	\N	\N
tt2276089	1	nm4928328	director	\N	\N
tt2276183	11	nm0308948	director	director	\N
tt22767288	5	nm10611139	director	\N	\N
tt22767404	11	nm1854269	director	\N	\N
tt22768482	6	nm14136030	director	\N	\N
tt22774830	5	nm10921816	director	\N	\N
tt22774944	5	nm10921816	director	\N	\N
tt22775078	5	nm10921816	director	\N	\N
tt22775560	5	nm10921816	director	\N	\N
tt22776232	5	nm10921816	director	\N	\N
tt2279566	9	nm2088672	director	\N	\N
tt22798280	13	nm0142456	director	\N	\N
tt22806410	6	nm1427433	director	\N	\N
tt22808520	6	nm12828168	director	\N	\N
tt22814590	11	nm0546756	director	\N	\N
tt22817998	9	nm0739310	director	\N	\N
tt22818704	8	nm0747979	director	\N	\N
tt2285429	4	nm3758835	director	director	\N
tt22865288	10	nm7484897	director	\N	\N
tt22867940	1	nm14156950	director	\N	\N
tt22868728	11	nm2129029	director	\N	\N
tt2287207	8	nm2445185	director	\N	\N
tt22873680	2	nm10943498	director	\N	\N
tt22874152	9	nm0845142	director	\N	\N
tt2287899	1	nm4937775	director	\N	\N
tt2288932	6	nm2720736	director	\N	\N
tt22891288	2	nm5296200	director	\N	\N
tt22891402	11	nm14142060	director	\N	\N
tt22891506	2	nm1191469	director	\N	\N
tt22896362	4	nm6479269	director	series director	\N
tt22900910	5	nm9880068	director	\N	\N
tt2291507	4	nm4928217	director	television director	\N
tt2291585	3	nm4928217	director	television director	\N
tt22930636	4	nm0579489	director	\N	\N
tt22937386	2	nm5296200	director	\N	\N
tt22940552	1	nm8543667	director	\N	\N
tt2295119	8	nm3965073	director	director	\N
tt2295846	3	nm6367066	director	\N	\N
tt2296586	3	nm1509566	director	\N	\N
tt2296809	9	nm0926911	director	\N	\N
tt2297998	6	nm2104137	director	\N	\N
tt2298064	14	nm0614222	director	\N	\N
tt22983522	3	nm7254035	director	\N	\N
tt22987510	11	nm10497760	director	\N	\N
tt22988798	7	nm0729664	director	director	\N
tt22989974	3	nm11504324	director	\N	\N
tt22998368	7	nm0401667	director	\N	\N
tt2299881	4	nm3629451	director	\N	\N
tt23016666	2	nm12533266	director	director	\N
tt23028606	7	nm7576539	director	director	\N
tt23034302	8	nm10910200	director	director	\N
tt23035220	7	nm10509707	director	\N	\N
tt23035282	7	nm10509707	director	\N	\N
tt23050838	6	nm9024607	director	\N	\N
tt23050958	6	nm9024607	director	\N	\N
tt23053940	1	nm4839224	director	\N	\N
tt2305574	2	nm2509221	director	\N	\N
tt23059856	6	nm3947006	director	\N	\N
tt23064306	7	nm6676795	director	\N	\N
tt2308396	12	nm0508040	director	\N	\N
tt2310075	4	nm2197459	director	\N	\N
tt23122606	1	nm5090855	director	\N	\N
tt23128588	1	nm5940490	director	\N	\N
tt23136382	11	nm0887561	director	\N	\N
tt23138168	12	nm11460578	director	\N	\N
tt23140062	10	nm5636288	director	\N	\N
tt23142044	2	nm8919142	director	\N	\N
tt23143214	1	nm0634205	director	\N	\N
tt23145252	2	nm0885201	director	director	\N
tt23150152	1	nm14194836	director	\N	\N
tt23157980	5	nm0130965	director	\N	\N
tt23159588	6	nm5685010	director	\N	\N
tt2317061	6	nm3565360	director	\N	\N
tt23185148	9	nm0130965	director	\N	\N
tt23185224	1	nm0138337	director	\N	\N
tt23185814	3	nm9137214	director	\N	\N
tt2321509	5	nm3065804	director	\N	\N
tt2322366	11	nm0222043	director	director	\N
tt2324861	2	nm3973010	director	\N	\N
tt23257076	8	nm0959500	director	\N	\N
tt2326186	10	nm0699372	director	\N	\N
tt23268718	8	nm0057511	director	\N	\N
tt2327467	10	nm2819378	director	\N	\N
tt2329222	11	nm1730037	director	\N	\N
tt2332652	1	nm1107659	director	\N	\N
tt23326524	5	nm12669474	director	\N	\N
tt23328150	8	nm0959500	director	\N	\N
tt23333230	11	nm2652128	director	\N	\N
tt23347868	14	nm3861808	director	\N	\N
tt2335217	10	nm0079578	director	\N	\N
tt2337806	1	nm5216145	director	\N	\N
tt2339559	4	nm4303395	director	\N	\N
tt23396964	6	nm1368999	director	\N	\N
tt23399366	11	nm0096539	director	\N	\N
tt23404352	6	nm8087599	director	series director	\N
tt23418850	6	nm12396063	director	\N	\N
tt23418968	6	nm12396063	director	\N	\N
tt23450210	11	nm14110556	director	\N	\N
tt23459432	6	nm2983738	director	\N	\N
tt23459618	7	nm0042745	director	\N	\N
tt23460020	12	nm13357480	director	\N	\N
tt23463994	11	nm0058722	director	\N	\N
tt23464056	9	nm2626699	director	\N	\N
tt23469246	11	nm0512052	director	\N	\N
tt2346976	11	nm4651594	director	\N	\N
tt23474352	6	nm1589691	director	\N	\N
tt2347711	12	nm0626446	director	\N	\N
tt2350451	3	nm1856804	director	\N	\N
tt2351097	2	nm0129181	director	\N	\N
tt23549104	6	nm11482182	director	\N	\N
tt23551296	5	nm13796582	director	\N	\N
tt23551996	5	nm0815204	director	\N	\N
tt2355503	1	nm2675885	director	\N	\N
tt23559518	12	nm0217219	director	\N	\N
tt23559792	9	nm0195270	director	\N	\N
tt23559912	9	nm0195270	director	\N	\N
tt23572560	11	nm2416089	director	\N	\N
tt2357769	12	nm1387873	director	director	\N
tt2361981	11	nm1165556	director	\N	\N
tt23625638	11	nm11856680	director	\N	\N
tt2363070	11	nm4737469	director	\N	\N
tt23634224	11	nm4584251	director	director	\N
tt23637334	4	nm7920633	director	\N	\N
tt2363972	6	nm5239008	director	\N	\N
tt23642468	8	nm8898772	director	\N	\N
tt2364462	11	nm0611446	director	\N	\N
tt23644990	8	nm10929620	director	\N	\N
tt23647960	2	nm14241559	director	\N	\N
tt2365114	1	nm1017791	director	\N	\N
tt23667626	11	nm6578060	director	director	\N
tt2368692	13	nm0613503	director	director	\N
tt2371325	11	nm1943676	director	\N	\N
tt2371765	11	nm0139400	director	\N	\N
tt23720798	9	nm0102749	director	\N	\N
tt23728230	6	nm5712472	director	\N	\N
tt23732886	1	nm11077032	director	director	\N
tt23734746	3	nm9651726	director	\N	\N
tt23741534	11	nm9760660	director	\N	\N
tt23743998	9	nm7270288	director	\N	\N
tt23748438	7	nm0032853	director	\N	\N
tt23749492	10	nm0527770	director	\N	\N
tt23766540	2	nm1319072	director	\N	\N
tt23766850	2	nm1319072	director	\N	\N
tt23775332	7	nm13988738	director	\N	\N
tt23776464	6	nm13772832	director	\N	\N
tt2378193	2	nm2098490	director	\N	\N
tt23783582	4	nm11202129	director	\N	\N
tt23785706	2	nm2302136	director	director	\N
tt23791486	2	nm5422242	director	\N	\N
tt23794010	8	nm0052486	director	\N	\N
tt2382292	2	nm5261405	director	\N	\N
tt23826908	12	nm1753501	director	\N	\N
tt23828508	8	nm0022172	director	\N	\N
tt23828706	8	nm0022172	director	\N	\N
tt23829082	4	nm14273934	director	\N	\N
tt23830120	11	nm14021584	director	\N	\N
tt2383292	11	nm0486219	director	\N	\N
tt23834558	5	nm13295635	director	\N	\N
tt23835314	8	nm1236399	director	\N	\N
tt23850022	4	nm11138475	director	\N	\N
tt23850792	8	nm0962727	director	\N	\N
tt23858862	7	nm11598249	director	director	\N
tt23862838	11	nm1857380	director	\N	\N
tt23868698	11	nm5072546	director	\N	\N
tt23871036	9	nm0757877	director	\N	\N
tt23873086	15	nm3725031	director	\N	\N
tt23875810	12	nm2549975	director	\N	\N
tt23899160	5	nm10622967	director	\N	\N
tt23899706	1	nm1217851	director	\N	\N
tt23899900	8	nm0422874	director	\N	\N
tt2390103	2	nm3432976	director	segment director	\N
tt2391293	11	nm1512410	director	\N	\N
tt23923994	10	nm0780391	director	\N	\N
tt2395070	2	nm4241883	director	\N	\N
tt2397321	2	nm0895406	director	\N	\N
tt23980392	3	nm12243434	director	creative director	\N
tt2398145	4	nm4727087	director	\N	\N
tt2398206	7	nm1774384	director	\N	\N
tt2398207	3	nm2207245	director	\N	\N
tt23985976	10	nm5472795	director	\N	\N
tt2399315	25	nm1751801	director	\N	\N
tt2400003	25	nm0949021	director	\N	\N
tt2401082	11	nm2120994	director	\N	\N
tt24056650	10	nm8785592	director	\N	\N
tt24061522	3	nm13886141	director	director	\N
tt24069140	4	nm14284241	director	\N	\N
tt24070100	10	nm0195270	director	\N	\N
tt24079954	11	nm1684548	director	\N	\N
tt24081336	11	nm0597158	director	\N	\N
tt2410554	5	nm0581662	director	\N	\N
tt2411682	12	nm2631311	director	\N	\N
tt2414716	2	nm5279245	director	series director	\N
tt24147276	11	nm10509801	director	\N	\N
tt24148244	5	nm12155712	director	\N	\N
tt24148254	4	nm2346331	director	\N	\N
tt24164528	12	nm12139417	director	\N	\N
tt24164698	14	nm13718365	director	\N	\N
tt24183206	7	nm9844865	director	\N	\N
tt24187186	8	nm3562320	director	\N	\N
tt24219448	9	nm10427984	director	\N	\N
tt24219610	8	nm10509707	director	\N	\N
tt24219746	9	nm10427984	director	\N	\N
tt24220702	10	nm5563885	director	\N	\N
tt24223802	10	nm13741859	director	\N	\N
tt24227930	5	nm10369569	director	\N	\N
tt24228242	9	nm0342162	director	\N	\N
tt2422884	4	nm9215109	director	\N	\N
tt24238488	4	nm7442323	director	\N	\N
tt2424088	11	nm1011775	director	\N	\N
tt24250132	10	nm1865463	director	director	\N
tt24258628	1	nm3401565	director	\N	\N
tt2427390	11	nm0243626	director	supervising director	\N
tt24298042	3	nm8174041	director	\N	\N
tt24327398	9	nm13264716	director	\N	\N
tt2433250	2	nm4148483	director	\N	\N
tt2435198	5	nm4239601	director	\N	\N
tt24384684	11	nm0519983	director	\N	\N
tt2439810	4	nm5311038	director	\N	\N
tt2445010	12	nm3084772	director	\N	\N
tt2447248	11	nm5316294	director	\N	\N
tt24511782	3	nm9462248	director	\N	\N
tt2451672	2	nm0994612	director	\N	\N
tt2453852	13	nm14090788	director	creative director	\N
tt2454088	14	nm1633536	director	director	\N
tt2456216	11	nm2237329	director	\N	\N
tt24580718	3	nm3821806	director	\N	\N
tt2459586	6	nm0348668	director	\N	\N
tt2463098	11	nm0962770	director	\N	\N
tt24635374	11	nm0846092	director	\N	\N
tt24637300	9	nm0195270	director	\N	\N
tt24657278	11	nm12223146	director	\N	\N
tt2469230	13	nm3239370	director	\N	\N
tt24756822	5	nm5236446	director	\N	\N
tt24757744	6	nm13980033	director	\N	\N
tt24805642	6	nm14115405	director	\N	\N
tt24805888	11	nm5362106	director	\N	\N
tt24825120	4	nm0735416	director	\N	\N
tt2483646	4	nm0856018	director	\N	\N
tt2488914	12	nm0686121	director	\N	\N
tt24935110	5	nm11271366	director	\N	\N
tt2494016	9	nm1566468	director	\N	\N
tt2494654	12	nm0622350	director	\N	\N
tt24947192	3	nm13616523	director	\N	\N
tt24947576	3	nm13616523	director	\N	\N
tt24949026	2	nm14367709	director	\N	\N
tt2495120	9	nm2205225	director	\N	\N
tt2496464	5	nm0336139	director	\N	\N
tt2500714	7	nm0610732	director	\N	\N
tt25011414	11	nm1898261	director	\N	\N
tt25031010	4	nm2173206	director	\N	\N
tt2503602	4	nm2894616	director	\N	\N
tt2504898	12	nm0422357	director	\N	\N
tt25058920	11	nm14387437	director	\N	\N
tt2508624	13	nm2423816	director	series director	\N
tt25151924	2	nm5765776	director	\N	\N
tt25178488	13	nm14373630	director	\N	\N
tt25179672	11	nm1096734	director	\N	\N
tt2518862	4	nm1941244	director	\N	\N
tt25208704	4	nm3274526	director	\N	\N
tt2525986	3	nm0565214	director	\N	\N
tt2526126	3	nm2356026	director	\N	\N
tt2526518	13	nm4745993	director	\N	\N
tt25274584	11	nm14404243	director	\N	\N
tt2530366	5	nm3755906	director	\N	\N
tt25313238	9	nm15597254	director	\N	\N
tt25323802	3	nm12375194	director	\N	\N
tt2535502	11	nm0463078	director	\N	\N
tt2535796	5	nm4444901	director	\N	\N
tt2537018	11	nm3632781	director	\N	\N
tt25378022	5	nm4505177	director	\N	\N
tt2539516	3	nm2285694	director	\N	\N
tt2539532	7	nm4928292	director	\N	\N
tt25396650	9	nm1060976	director	\N	\N
tt25398562	4	nm7517777	director	\N	\N
tt25399852	3	nm0731869	director	\N	\N
tt25400486	10	nm13860474	director	\N	\N
tt2540466	13	nm7867124	director	director	\N
tt25417994	11	nm0074382	director	\N	\N
tt25435274	7	nm2063560	director	\N	\N
tt2545296	12	nm0343799	director	\N	\N
tt2546622	3	nm0943063	director	\N	\N
tt2549642	10	nm1777480	director	\N	\N
tt2550218	6	nm4797213	director	\N	\N
tt25516438	6	nm0167371	director	general director	\N
tt25519430	6	nm0167371	director	general director	\N
tt2553450	2	nm5145137	director	\N	\N
tt2555348	3	nm1204457	director	\N	\N
tt25597370	3	nm0804973	director	\N	\N
tt25603590	3	nm0804973	director	\N	\N
tt25603868	11	nm3899646	director	\N	\N
tt25605034	11	nm4750585	director	\N	\N
tt2560944	4	nm1134809	director	\N	\N
tt2563732	2	nm4184040	director	director	\N
tt2572228	11	nm5418890	director	\N	\N
tt25727296	3	nm0804973	director	\N	\N
tt2576394	2	nm3996813	director	\N	\N
tt2578254	12	nm0686121	director	\N	\N
tt2578558	6	nm2851852	director	\N	\N
tt2579428	2	nm3850757	director	director	\N
tt2580502	6	nm5426956	director	\N	\N
tt25808292	10	nm0780391	director	\N	\N
tt25809082	2	nm1729231	director	\N	\N
tt25811704	13	nm1628982	director	\N	\N
tt25814538	6	nm14115405	director	\N	\N
tt2593252	11	nm1564798	director	director	\N
tt2595658	11	nm0298055	director	\N	\N
tt25968078	4	nm10922069	director	\N	\N
tt25968960	1	nm4425589	director	\N	\N
tt2599096	2	nm1397919	director	\N	\N
tt2601378	13	nm1387873	director	director	\N
tt2602626	11	nm0256488	director	\N	\N
tt26080916	2	nm0824738	director	\N	\N
tt2611178	11	nm1521553	director	\N	\N
tt26117374	3	nm14256525	director	\N	\N
tt2612398	2	nm5468621	director	\N	\N
tt2615742	14	nm4584229	director	\N	\N
tt2616668	1	nm5464121	director	\N	\N
tt2620906	12	nm3921143	director	\N	\N
tt26215808	2	nm12190104	director	music director	\N
tt26233172	2	nm0824738	director	\N	\N
tt26233218	2	nm0824738	director	\N	\N
tt26235736	9	nm4039295	director	\N	\N
tt26236020	9	nm4039295	director	\N	\N
tt26236280	9	nm4039295	director	\N	\N
tt26236764	10	nm4532259	director	\N	\N
tt2624116	7	nm3624574	director	\N	\N
tt26251320	11	nm0763552	director	\N	\N
tt26252214	11	nm0812177	director	\N	\N
tt26252490	10	nm0812177	director	\N	\N
tt26253356	9	nm1326561	director	\N	\N
tt26275461	9	nm4039295	director	\N	\N
tt26281582	11	nm0835629	director	\N	\N
tt2629520	8	nm0629184	director	\N	\N
tt2631670	3	nm5468570	director	\N	\N
tt26341166	7	nm0013146	director	\N	\N
tt26347280	7	nm1621355	director	\N	\N
tt26378788	3	nm4185310	director	technical director	\N
tt26380958	2	nm14483974	director	\N	\N
tt26388998	8	nm1101014	director	\N	\N
tt26420608	11	nm1159782	director	\N	\N
tt26420964	12	nm12371267	director	\N	\N
tt26421006	12	nm12371267	director	\N	\N
tt26421018	12	nm12371267	director	\N	\N
tt26423138	9	nm0995527	director	\N	\N
tt26427148	10	nm3981708	director	director	\N
tt26442899	11	nm1633566	director	\N	\N
tt2644378	3	nm2694737	director	\N	\N
tt26444939	14	nm1066739	director	\N	\N
tt26446472	6	nm0813973	director	\N	\N
tt26451753	8	nm1396937	director	\N	\N
tt26456078	9	nm0999532	director	\N	\N
tt26456813	14	nm1580764	director	creative director	\N
tt26457392	7	nm0033308	director	\N	\N
tt26460409	5	nm7333110	director	\N	\N
tt26469703	4	nm11482180	director	\N	\N
tt2647142	8	nm1851320	director	\N	\N
tt26488489	12	nm7832763	director	\N	\N
tt26491089	2	nm11173237	director	\N	\N
tt2650788	2	nm1020248	director	\N	\N
tt26537459	11	nm0768957	director	\N	\N
tt26537809	4	nm12365859	director	\N	\N
tt26546496	12	nm11904073	director	\N	\N
tt26553001	6	nm9579908	director	\N	\N
tt26553485	7	nm0704600	director	\N	\N
tt2655614	11	nm1390817	director	\N	\N
tt26561875	6	nm2007993	director	\N	\N
tt26592431	2	nm6922157	director	\N	\N
tt2660000	3	nm4408019	director	\N	\N
tt2660814	2	nm0835828	director	\N	\N
tt26614657	9	nm12222525	director	director	\N
tt26624254	2	nm1252599	director	\N	\N
tt26624831	4	nm14530828	director	\N	\N
tt26650766	2	nm3421864	director	director	\N
tt26656986	7	nm9409610	director	\N	\N
tt26658010	3	nm6939199	director	\N	\N
tt26674448	3	nm9675989	director	\N	\N
tt26675049	6	nm12851219	director	\N	\N
tt26675693	5	nm3732416	director	\N	\N
tt26684224	11	nm1823225	director	\N	\N
tt26687704	2	nm13829417	director	director	\N
tt26687900	3	nm12828804	director	\N	\N
tt26688739	6	nm7786669	director	\N	\N
tt26692312	2	nm0210890	director	\N	\N
tt26693295	16	nm0469867	director	\N	\N
tt26696173	3	nm0100187	director	\N	\N
tt26696245	4	nm2879296	director	\N	\N
tt26731588	11	nm0776036	director	\N	\N
tt26734290	2	nm0210890	director	\N	\N
tt26740078	2	nm14304653	director	\N	\N
tt26748689	3	nm13952719	director	\N	\N
tt26748789	14	nm2997369	director	director	\N
tt26749540	2	nm14559260	director	\N	\N
tt26750484	10	nm9918012	director	\N	\N
tt26751414	4	nm4554346	director	\N	\N
tt26757126	10	nm0891862	director	\N	\N
tt26759744	10	nm0298442	director	\N	\N
tt26759858	10	nm0298442	director	\N	\N
tt26764802	6	nm12851219	director	\N	\N
tt26769339	10	nm0042887	director	\N	\N
tt26774785	10	nm0275113	director	\N	\N
tt26775324	10	nm1041120	director	\N	\N
